Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Avg task start time,Avg task operations (GFLOPs)
7,218,0.7952,76.2025,0.6236,26,0.1964,1.3777,0.2038,5.0632
7,220,0.6655,83.5435,0.7572,27,0.3178,1.3298,0.1855,5.3463
7,200,0.5513,16.0798,2.5447,30,1.3463,1.3923,0.1462,2.563
7,209,0.7779,47.2228,2.9894,29,0.832,1.4191,0.1859,3.0557
7,210,0.8435,50.1531,19.6374,35,14.9304,1.5775,0.3809,2.6818
7,196,0.9675,13.316,5.4099,32,3.5246,1.3997,0.3181,1.1713
7,199,1.187,16.4951,2.7628,31,2.1783,1.4134,0.2452,1.7029
7,215,1.0404,64.6155,17.1374,33,5.7029,1.3701,0.2469,3.0211
7,211,0.9832,64.4449,21.5505,34,9.2275,1.5653,0.2922,3.3777
7,209,0.5526,44.5969,1.8348,28,0.5142,1.3904,0.1521,4.1577
7,212,0.4212,54.551,0.9852,25,0.1214,1.2448,0.1404,4.1015
7,199,1.1943,21.0098,11.7773,35,14.9304,1.5038,0.1807,1.3983
7,207,0.5114,42.3531,7.5844,31,2.1783,1.4586,0.1904,2.3706
7,217,0.8538,83.2509,9.2181,31,2.1783,1.4376,0.2967,5.5386
7,212,0.3931,55.9272,8.3414,31,2.1783,1.3077,0.166,4.402
7,205,0.4929,42.4941,17.6838,34,9.2275,1.4906,0.194,2.6538
7,215,0.8963,52.998,0.3324,25,0.1214,1.4579,0.3221,4.0281
7,196,0.7494,12.6982,1.3658,28,0.5142,1.3481,0.2002,0.6117
7,208,0.9819,44.521,16.011,35,14.9304,1.4639,0.3382,4.6678
7,199,0.6183,18.4888,0.5508,25,0.1214,1.3855,0.1667,1.2901
7,210,0.6571,35.5423,12.8144,33,5.7029,1.5542,0.2022,3.0103
7,209,0.8308,44.0943,13.93,33,5.7029,1.5187,0.2357,3.7062
7,207,0.6129,38.7736,9.7635,32,3.5246,1.4331,0.222,2.6191
7,198,0.7005,17.0006,2.0913,28,0.5142,1.4864,0.1963,1.007
7,200,0.5314,31.3691,0.5,25,0.1214,1.3614,0.1613,2.8461
7,208,0.64,43.0723,1.7166,27,0.3178,1.5285,0.1726,3.6154
7,193,0.6844,10.2902,5.1343,34,9.2275,1.3437,0.2409,0.6851
7,199,0.666,13.5653,2.097,29,0.832,1.4823,0.1709,0.9682
7,208,0.4736,30.4832,1.2475,28,0.5142,1.4764,0.1725,2.1048
7,198,0.8863,25.1125,0.7078,28,0.5142,1.5364,0.3971,2.79
7,205,0.5485,23.9342,5.8394,31,2.1783,1.5211,0.1456,1.986
7,207,0.7084,31.4188,0.174,25,0.1214,1.4547,0.1978,1.986
7,204,0.5867,32.1995,5.7453,31,2.1783,1.4172,0.1879,3.0277
7,199,0.7727,9.2174,2.5497,30,1.3463,1.4456,0.2817,1.2621
7,216,1.2843,83.5514,2.9649,28,0.5142,1.4463,0.2579,3.9827
7,191,0.4945,8.1133,2.6902,30,1.3463,1.4443,0.2046,0.5035
7,202,0.8819,17.5469,3.7247,30,1.3463,1.4293,0.3072,2.4548
7,209,0.5402,44.6243,13.9828,33,5.7029,1.5527,0.2318,3.0557
7,204,0.8226,20.89,3.7947,30,1.3463,1.3746,0.2931,2.9195
7,203,0.8929,36.9653,3.0349,32,3.5246,1.5042,0.3853,3.2481
7,213,1.3489,37.8259,1.0708,28,0.5142,1.3457,0.3981,2.7833
7,222,1.0738,124.4235,3.4541,28,0.5142,1.5787,0.2621,6.4895
7,203,0.8603,25.8465,11.6288,34,9.2275,1.4084,0.1799,2.0314
7,219,1.0089,68.9344,0.4058,25,0.1214,1.3708,0.258,5.0351
7,207,1.5128,27.9266,3.2115,29,0.832,1.3998,0.6112,1.7656
7,219,0.7695,88.1451,24.2204,34,9.2275,1.4826,0.1813,5.0351
7,215,0.5607,103.2301,20.0942,33,5.7029,1.507,0.1674,6.5069
7,198,0.7752,14.4814,2.4244,29,0.832,1.3986,0.2447,0.832
7,209,0.5702,57.5958,9.8551,32,3.5246,1.4886,0.2217,4.7693
7,194,0.501,11.827,7.3322,34,9.2275,1.5592,0.1784,0.8667
7,222,1.1135,85.8111,9.9393,31,2.1783,1.4434,0.314,5.1259
7,209,1.0877,53.144,11.8819,33,5.7029,1.3212,0.2385,3.9653
7,196,0.3329,13.1453,1.3241,27,0.3178,1.4617,0.1381,1.234
7,206,0.5039,43.4461,16.9392,34,9.2275,1.4109,0.1802,3.6434
7,223,1.0037,130.6028,0.3855,25,0.1214,1.3385,0.395,8.0455
7,211,0.5988,46.15,2.0082,28,0.5142,1.4058,0.2119,2.3426
7,212,1.9182,32.7276,1.3282,28,0.5142,1.427,0.464,3.3496
7,205,0.6285,23.1274,5.7858,31,2.1783,1.5097,0.2407,2.8568
7,199,0.9214,17.8456,2.136,29,0.832,1.2828,0.217,2.0248
7,224,0.5028,165.8183,32.9842,34,9.2275,1.4198,0.2081,7.4965
7,204,0.8161,26.4011,2.7581,29,0.832,1.5219,0.2601,2.2972
7,207,0.4591,35.9458,1.2803,26,0.1964,1.5208,0.1587,2.4334
7,206,0.5626,45.0065,9.7886,32,3.5246,1.3366,0.1926,2.9022
7,223,0.8355,155.3887,14.6767,33,5.7029,1.427,0.1789,8.0455
7,204,0.4384,18.7367,2.9635,29,0.832,1.4699,0.1407,1.8671
7,200,0.3618,26.0791,9.8124,33,5.7029,1.3534,0.1568,2.9303
7,210,0.4344,46.2316,5.1504,31,2.1783,1.4483,0.1753,3.3149
7,198,0.7565,12.7425,2.134,29,0.832,1.3552,0.217,2.5242
7,214,1.0064,43.502,6.9171,31,2.1783,1.3863,0.2662,3.6888
7,224,0.8256,132.6246,0.9003,25,0.1214,1.4877,0.2828,7.3323
7,222,0.5546,113.9506,13.8193,32,3.5246,1.4343,0.2184,5.9406
7,215,0.3755,82.2942,1.0734,26,0.1964,1.4644,0.1462,5.7202
7,225,0.7107,126.3462,0.4178,25,0.1214,1.4308,0.1606,7.5981
7,224,1.1784,108.4937,4.1456,29,0.832,1.3657,0.3444,6.4722
7,207,0.7509,35.3899,9.2509,33,5.7029,1.429,0.2371,3.0665
7,203,0.4469,40.706,1.6325,28,0.5142,1.5189,0.1844,3.8597
7,198,0.9006,23.3265,15.5378,35,14.9304,1.5534,0.2304,1.7309
7,201,0.5622,25.8477,8.758,32,3.5246,1.4006,0.1431,2.8915
7,220,0.8312,88.3629,1.3132,29,0.832,1.4343,0.263,7.4057
7,205,0.4729,35.1031,6.0152,31,2.1783,1.4788,0.1768,2.7165
7,211,0.6007,44.679,1.3215,28,0.5142,1.4515,0.2149,2.6992
7,225,1.5108,101.6715,17.6993,34,9.2275,1.4138,0.263,4.6959
7,187,0.3953,6.2204,3.0983,32,3.5246,1.4712,0.1107,0.5101
7,198,0.6397,17.009,6.9144,32,3.5246,1.4109,0.2407,1.2901
7,216,1.031,64.5775,10.4548,32,3.5246,1.4201,0.2487,4.4301
7,208,0.5877,35.1553,7.0127,34,9.2275,1.618,0.1738,2.6538
7,214,0.9136,63.4715,0.6833,25,0.1214,1.4198,0.2517,4.8989
7,198,0.4058,11.7929,2.2272,29,0.832,1.5444,0.1477,2.1115
7,218,0.8447,57.0027,19.0531,34,9.2275,1.4932,0.2967,4.0
7,216,1.0353,73.1233,11.0576,32,3.5246,1.3443,0.3009,3.7796
7,217,1.5714,81.2032,25.6516,35,14.9304,1.4441,0.3566,4.1015
7,202,0.5689,15.8537,0.5456,25,0.1214,1.3835,0.1629,1.9686
7,193,0.6353,7.9536,3.8957,32,3.5246,1.443,0.1951,0.6892
7,222,0.9506,73.8965,11.8255,31,2.1783,1.4736,0.2374,4.577
7,217,0.7961,45.2205,2.0741,29,0.832,1.4065,0.2913,4.1189
7,215,0.5079,75.5281,3.3067,29,0.832,1.3095,0.1747,5.1259
7,203,0.5953,18.7677,3.0754,29,0.832,1.5424,0.183,2.8395
7,205,0.6081,25.1716,5.0924,30,1.3463,1.4855,0.2333,1.7483
7,223,1.5245,101.3211,12.7283,32,3.5246,1.4834,0.4042,6.0141
7,228,0.6581,152.8957,0.3314,25,0.1214,1.4561,0.2015,7.6715
7,216,0.929,60.6178,0.6949,26,0.1964,1.5165,0.2597,4.5316
7,202,0.6796,35.0086,0.7056,26,0.1964,1.3725,0.185,2.9022
7,219,0.7577,95.0012,8.9392,31,2.1783,1.395,0.255,6.3707
7,208,0.367,30.7272,1.0072,27,0.3178,1.5303,0.119,1.6294
7,199,0.716,25.3932,10.5652,33,5.7029,1.3439,0.1703,1.9579
7,214,0.9561,64.7416,21.0848,34,9.2275,1.4024,0.2667,3.9092
7,200,0.4564,21.8237,6.3497,32,3.5246,1.4857,0.1762,1.1259
7,225,1.0672,94.3464,10.4982,31,2.1783,1.3746,0.2335,5.7763
7,220,0.5468,92.4939,5.1329,30,1.3463,1.499,0.1725,4.7867
7,230,1.4991,178.7411,0.8822,28,0.5142,1.3212,0.2759,8.0281
7,219,0.8486,96.4299,23.8238,34,9.2275,1.55,0.357,4.1643
7,215,0.8804,68.4198,12.1642,33,5.7029,1.4355,0.2465,4.0454
7,212,1.2265,34.7461,0.7132,27,0.3178,1.4892,0.3449,4.9162
7,221,1.0351,66.4341,0.395,26,0.1964,1.3934,0.262,4.5316
7,216,0.8137,103.3287,27.13,34,9.2275,1.4,0.1805,6.0314
7,209,0.8313,34.8993,0.5208,25,0.1214,1.2991,0.2577,2.8915
7,201,0.8319,23.073,5.0967,32,3.5246,1.4027,0.2451,0.9336
7,198,0.4224,15.6664,1.5811,28,0.5142,1.4022,0.158,2.563
7,218,0.6093,84.2509,0.3969,25,0.1214,1.4861,0.1928,5.8044
7,207,0.9933,24.4882,0.3347,26,0.1964,1.5097,0.216,3.0211
7,225,0.902,144.1937,0.8442,27,0.3178,1.6559,0.3006,9.0913
7,208,0.3872,34.5517,7.5344,31,2.1783,1.3824,0.1698,3.2695
7,221,1.1857,81.5817,12.3082,33,5.7029,1.3393,0.4031,5.0979
7,222,0.9934,95.2863,4.1958,31,2.1783,1.4469,0.2034,5.7309
7,225,0.8789,108.05,13.2251,31,2.1783,1.5378,0.2516,6.591
7,204,0.3931,20.3129,0.5887,25,0.1214,1.4609,0.1188,2.2865
7,203,0.4622,18.2009,3.8582,31,2.1783,1.4001,0.188,2.8007
7,214,1.0612,69.4987,23.1752,35,14.9304,1.4278,0.2392,4.5209
7,195,0.8226,11.3529,5.6385,35,14.9304,1.4019,0.201,0.5596
7,212,0.7769,74.4411,0.5782,25,0.1214,1.2613,0.24,5.4264
7,209,1.0127,31.266,0.8173,27,0.3178,1.3919,0.2719,2.7099
7,219,0.8013,77.261,0.6276,26,0.1964,1.3271,0.2974,4.9336
7,214,0.6635,44.4583,4.4838,28,0.5142,1.3861,0.1884,3.6608
7,218,1.2003,50.0107,2.1122,27,0.3178,1.416,0.2255,4.6051
7,226,1.1028,121.5383,5.7867,28,0.5142,1.4508,0.2971,6.6364
7,215,0.8558,75.1848,21.3612,34,9.2275,1.523,0.2127,4.5209
7,222,0.5189,106.2003,0.81,26,0.1964,1.4483,0.2093,5.1994
7,213,0.6971,51.4018,15.9609,34,9.2275,1.5718,0.2215,2.5349
7,208,1.2948,27.9429,0.0544,25,0.1214,1.3755,0.2333,2.6084
7,205,0.7156,22.0728,9.1151,35,14.9304,1.6273,0.1929,1.6294
7,206,0.3604,43.94,2.7288,29,0.832,1.3886,0.1466,4.6505
7,214,0.5872,98.5938,35.6741,35,14.9304,1.5934,0.1609,6.6992
7,215,0.6699,66.5136,20.7783,35,14.9304,1.4881,0.2014,4.1189
7,209,0.676,52.6923,16.5279,33,5.7029,1.3206,0.1936,4.0454
7,206,0.8026,26.6935,7.3287,32,3.5246,1.3636,0.2041,2.7833
7,200,1.0635,14.414,0.4683,25,0.1214,1.4411,0.291,1.5733
7,206,0.7561,28.9103,10.6531,33,5.7029,1.5214,0.1327,2.3252
7,222,0.6886,78.2924,6.3303,30,1.3463,1.4464,0.2191,4.6224
7,204,0.4098,47.0715,20.3938,35,14.9304,1.4592,0.1559,2.9369
7,219,1.2529,90.5779,5.4619,31,2.1783,1.3943,0.4012,5.2728
7,207,0.5702,19.1437,0.3977,26,0.1964,1.5099,0.166,2.9757
7,201,0.4923,16.8389,0.5625,27,0.3178,1.3927,0.2115,1.6187
7,204,0.6257,26.9025,8.6717,32,3.5246,1.5543,0.2653,3.3042
7,222,1.0993,135.8479,25.8219,34,9.2275,1.4901,0.2644,6.3987
7,203,0.453,25.3425,2.974,30,1.3463,1.4381,0.1513,1.9579
7,205,0.8387,28.7713,3.2057,30,1.3463,1.4198,0.2291,1.8498
7,209,1.0324,42.1659,13.7093,33,5.7029,1.4238,0.236,3.5246
7,219,0.806,69.4175,9.8188,32,3.5246,1.4594,0.1999,5.3182
7,220,1.1087,74.4123,4.9668,29,0.832,1.4477,0.2524,4.8882
7,218,0.8634,122.4502,10.284,31,2.1783,1.458,0.2301,5.811
7,208,0.6477,25.5616,4.4243,30,1.3463,1.4381,0.1978,1.4371
7,213,0.9216,41.5128,6.6801,31,2.1783,1.4105,0.228,3.57
7,203,0.8676,24.9744,2.0079,27,0.3178,1.3825,0.1481,1.3636
7,210,0.7809,38.9318,2.3729,26,0.1964,1.3168,0.2149,2.7379
7,196,0.5075,10.0739,1.5329,28,0.5142,1.3771,0.1903,2.4441
7,215,0.5587,71.7075,1.2963,28,0.5142,1.4564,0.1758,4.9336
7,211,0.676,59.1154,4.0403,29,0.832,1.4038,0.2297,3.7623
7,208,0.8888,46.9487,13.5249,33,5.7029,1.3867,0.245,3.6434
7,199,0.5487,22.1817,2.1569,29,0.832,1.4656,0.1528,1.8671
7,202,1.6386,29.1895,16.3406,35,14.9304,1.3605,0.4658,2.0314
7,228,0.8252,131.0472,1.7601,27,0.3178,1.44,0.1912,5.1994
7,217,0.466,76.6751,12.379,32,3.5246,1.3844,0.1827,4.4127
7,202,1.2705,26.7247,11.2318,34,9.2275,1.4407,0.4856,1.6121
7,219,1.2142,78.7669,29.1243,35,14.9304,1.4463,0.3523,4.577
7,216,0.5425,58.8085,13.2027,34,9.2275,1.4652,0.1907,3.6888
7,216,0.7313,84.9824,8.8232,31,2.1783,1.3726,0.2286,5.4198
7,210,0.6775,38.0253,0.2468,25,0.1214,1.4821,0.2386,4.0735
7,209,0.6646,62.1783,23.5977,35,14.9304,1.4669,0.2743,4.0628
7,212,0.8444,54.3449,4.9461,31,2.1783,1.3118,0.1842,4.1643
7,210,0.6826,56.2211,18.1633,35,14.9304,1.3605,0.1948,2.5349
7,214,0.6145,59.2583,0.5918,25,0.1214,1.5348,0.1702,3.0211
7,212,1.3241,56.9464,14.0146,33,5.7029,1.3504,0.2714,2.2344
7,209,0.7794,31.3808,0.675,25,0.1214,1.4647,0.1621,2.7099
7,207,0.3737,52.6366,19.5592,34,9.2275,1.4208,0.1387,3.3215
7,213,1.1865,56.0178,2.8427,28,0.5142,1.4762,0.3048,3.6261
7,212,0.6158,47.0024,13.946,33,5.7029,1.4149,0.15,2.2064
7,217,0.982,65.1442,6.2736,30,1.3463,1.3083,0.2823,2.7099
7,211,0.5779,48.499,1.8308,28,0.5142,1.3808,0.1524,2.8114
7,214,0.9222,52.161,2.9762,29,0.832,1.4388,0.2645,4.1189
7,204,0.7841,40.5921,18.3168,35,14.9304,1.5188,0.1629,2.3599
7,215,0.9323,83.6206,0.7876,28,0.5142,1.498,0.1969,5.2167
7,220,0.9633,81.8123,2.0345,26,0.1964,1.4644,0.4082,5.182
7,194,0.5072,6.8457,0.6456,25,0.1214,1.4877,0.1844,0.6958
7,209,0.7479,43.9906,12.597,33,5.7029,1.4328,0.2484,1.8671
7,203,0.5917,28.7161,14.2709,35,14.9304,1.4245,0.1992,1.7937
7,199,0.5834,21.0083,7.0025,32,3.5246,1.4575,0.187,1.409
7,201,1.0625,26.7589,5.759,32,3.5246,1.4024,0.3728,2.4053
7,222,0.9003,77.1822,1.4269,26,0.1964,1.3856,0.279,4.7693
7,207,0.9236,30.3073,0.5277,26,0.1964,1.484,0.2277,1.6467
7,227,0.8824,135.9588,13.0615,31,2.1783,1.4272,0.195,8.2658
7,203,0.4115,38.4071,13.3353,33,5.7029,1.422,0.1716,2.5976
7,200,0.5772,26.1754,12.2887,34,9.2275,1.62,0.1648,1.5906
7,214,0.7403,50.2474,4.2152,29,0.832,1.4402,0.2252,3.4231
7,213,0.9852,49.7155,2.1241,27,0.3178,1.3251,0.2437,3.5873
7,206,1.0519,40.0659,4.0241,30,1.3463,1.4127,0.3156,3.8184
7,208,0.7042,52.214,14.4322,34,9.2275,1.3795,0.2247,2.2691
7,193,0.7032,9.7492,4.2562,34,9.2275,1.4348,0.1512,0.4862
7,202,0.9284,28.1785,14.6187,34,9.2275,1.4389,0.3303,2.6818
7,216,0.631,95.018,15.542,33,5.7029,1.4874,0.2068,6.0314
7,212,1.2477,44.8969,0.8616,26,0.1964,1.4604,0.3668,3.7623
7,198,0.5086,17.7411,7.386,34,9.2275,1.3801,0.1868,0.9682
7,201,0.3439,15.0279,1.021,26,0.1964,1.4681,0.1136,1.234
7,219,1.3751,102.774,28.7662,35,14.9304,1.3945,0.4226,5.4198
7,211,0.6561,60.934,11.4577,33,5.7029,1.3941,0.1756,3.4685
7,202,0.688,23.5421,6.2976,33,5.7029,1.378,0.1843,1.6748
7,203,0.4779,25.6166,0.9725,26,0.1964,1.3337,0.1567,3.0277
7,207,0.5041,27.4749,1.1842,26,0.1964,1.3748,0.1576,2.2237
7,203,1.0076,13.8502,3.2029,30,1.3463,1.5068,0.2345,1.6748
7,200,0.3358,18.7513,8.1394,33,5.7029,1.4866,0.1287,1.409
7,213,0.5873,45.6574,13.3604,34,9.2275,1.4823,0.1903,2.4895
7,214,0.4161,57.4936,12.708,33,5.7029,1.6345,0.1753,4.4301
7,214,0.7166,62.3875,15.7573,34,9.2275,1.4698,0.2207,3.8077
7,214,0.4059,55.9032,4.6994,30,1.3463,1.5353,0.1496,5.409
7,212,0.4703,78.44,25.0125,34,9.2275,1.4305,0.1627,4.6851
7,230,1.0513,152.2501,28.4922,35,14.9304,1.4903,0.2322,7.2869
7,208,0.7205,38.1067,0.3036,25,0.1214,1.4896,0.2937,4.6397
7,212,1.2149,45.3522,0.9106,25,0.1214,1.5802,0.1904,4.1015
7,207,0.4513,41.6994,2.4187,28,0.5142,1.5361,0.1563,4.147
7,223,0.6133,78.1785,0.6681,27,0.3178,1.5335,0.1709,5.3182
7,206,0.8344,22.389,1.4594,28,0.5142,1.434,0.2151,2.2518
7,212,0.4537,101.2343,9.4106,32,3.5246,1.4553,0.1492,6.6084
7,217,1.064,55.1134,10.0554,32,3.5246,1.5743,0.4131,4.3847
7,212,0.5568,38.8259,1.5176,28,0.5142,1.6086,0.2177,2.8915
7,214,0.4483,84.7123,29.051,35,14.9304,1.4564,0.1413,4.9336
7,218,0.8444,119.6614,29.2479,35,14.9304,1.3531,0.2428,6.2799
7,196,0.4004,18.9978,7.6148,34,9.2275,1.552,0.1569,1.0417
7,209,0.9298,41.5582,13.4653,33,5.7029,1.4315,0.2023,2.7272
7,217,0.6617,75.5877,0.995,26,0.1964,1.6159,0.1762,5.4825
7,207,0.6525,32.2608,9.7232,32,3.5246,1.5105,0.2399,2.4614
7,202,0.4667,22.7473,8.5923,34,9.2275,1.523,0.1664,1.3356
7,201,0.7528,25.6868,6.4186,33,5.7029,1.4632,0.1934,2.0768
7,200,1.3859,14.7999,2.349,30,1.3463,1.5864,0.3892,1.4825
7,215,0.3205,79.3385,13.4296,32,3.5246,1.465,0.1261,3.3496
7,216,0.926,59.9943,7.0288,31,2.1783,1.4409,0.2124,4.4581
7,222,0.6766,109.6506,0.4648,25,0.1214,1.4073,0.2194,7.5419
7,212,0.6534,53.9363,14.2855,33,5.7029,1.414,0.241,3.3042
7,194,0.5472,13.826,3.197,30,1.3463,1.3788,0.1831,2.4788
7,213,0.7897,67.3723,1.9693,27,0.3178,1.3897,0.2113,4.1082
7,195,0.835,12.9888,4.987,33,5.7029,1.502,0.1938,0.6851
7,192,0.4418,7.3672,0.4343,25,0.1214,1.4934,0.1673,0.6224
7,216,1.1778,68.7636,4.1946,30,1.3463,1.3752,0.3752,3.0665
7,230,0.5639,141.3388,0.4632,26,0.1964,1.5759,0.1892,7.4057
7,204,0.6383,20.4451,2.3148,28,0.5142,1.4766,0.2165,1.8952
7,206,0.8916,30.3933,13.0177,34,9.2275,1.4636,0.31,2.7553
7,206,0.3966,41.4092,3.9078,30,1.3463,1.4771,0.1791,3.8985
7,201,0.3494,19.4714,1.3934,28,0.5142,1.4339,0.1405,2.9649
7,207,0.6676,32.4585,0.4744,25,0.1214,1.4606,0.1974,2.2625
7,194,0.4868,10.8498,2.8959,30,1.3463,1.4225,0.1692,0.6612
7,218,0.9219,71.6762,0.3075,25,0.1214,1.446,0.3327,5.5279
7,206,0.5388,29.0203,7.36,31,2.1783,1.6035,0.207,1.9406
7,225,0.4983,82.7446,4.1525,28,0.5142,1.3689,0.1641,4.7693
7,202,0.5935,34.091,14.3863,34,9.2275,1.6008,0.211,2.0875
7,206,0.7985,31.6795,12.2094,34,9.2275,1.3903,0.2159,3.3042
7,218,0.6675,114.9265,22.4576,33,5.7029,1.4595,0.2139,6.1222
7,213,0.6771,70.2731,13.9211,34,9.2275,1.3944,0.2271,5.0698
7,207,0.769,26.9913,1.4308,27,0.3178,1.4428,0.2722,2.2798
7,215,1.6557,72.2254,0.8964,26,0.1964,1.3504,0.2616,4.9443
7,198,0.5524,28.2345,16.8884,35,14.9304,1.3006,0.1894,1.9191
7,209,0.9077,45.1214,1.26,28,0.5142,1.418,0.2499,2.5068
7,212,0.7592,52.5812,13.1907,33,5.7029,1.3876,0.242,3.395
7,220,0.4892,74.8341,6.8438,30,1.3463,1.5475,0.2113,5.2902
7,213,0.9061,53.4698,2.5464,31,2.1783,1.5042,0.2827,3.5526
7,201,0.281,45.5041,16.8009,34,9.2275,1.502,0.1247,3.6955
7,200,0.4337,25.5778,0.8752,27,0.3178,1.425,0.1233,2.5349
7,207,1.0452,49.2202,17.9462,34,9.2275,1.3604,0.1947,2.5349
7,214,0.7593,79.9853,26.3334,35,14.9304,1.449,0.2378,4.0174
7,215,0.5689,60.8692,8.0903,30,1.3463,1.4323,0.2082,3.5873
7,219,0.6075,82.9488,13.595,32,3.5246,1.4346,0.1482,3.0665
7,219,0.6281,55.592,0.9396,27,0.3178,1.4483,0.1534,4.8882
7,207,0.6048,27.889,0.3019,27,0.3178,1.4668,0.2299,2.5522
7,206,1.1507,28.7802,5.7892,31,2.1783,1.3929,0.1932,3.0384
7,205,0.9918,37.1639,15.2766,34,9.2275,1.4962,0.2249,2.818
7,207,0.5297,44.6488,14.9549,33,5.7029,1.4077,0.1404,2.6925
7,213,1.1755,60.7993,25.9296,35,14.9304,1.4709,0.2804,3.4057
7,203,0.3052,28.0829,8.0748,32,3.5246,1.4663,0.1079,2.9195
7,203,0.9201,20.9583,1.019,26,0.1964,1.3314,0.2271,1.6575
7,201,0.3912,44.1262,25.7664,35,14.9304,1.3459,0.1516,3.2027
7,205,0.7873,28.1769,0.7529,25,0.1214,1.4065,0.2763,3.3149
7,214,0.6706,76.1166,0.941,27,0.3178,1.436,0.2239,4.3954
7,214,0.5971,59.6137,19.2831,34,9.2275,1.4208,0.2301,3.9266
7,205,1.067,33.6597,5.3183,31,2.1783,1.3345,0.2578,2.0248
7,211,0.6528,40.0726,11.2899,34,9.2275,1.4743,0.2512,2.161
7,202,0.5791,20.9756,0.7607,25,0.1214,1.4832,0.1909,1.2447
7,215,0.6707,59.972,6.0126,29,0.832,1.4046,0.1935,4.4862
7,192,0.5029,6.7335,1.2122,28,0.5142,1.3837,0.1456,1.1325
7,199,1.03,15.9668,0.8018,27,0.3178,1.4256,0.1974,1.4371
7,216,1.4121,89.2924,9.5082,31,2.1783,1.4448,0.2796,4.6505
7,218,1.2524,61.7004,3.103,26,0.1964,1.4379,0.2199,3.1119
7,214,1.0468,51.2024,4.6237,31,2.1783,1.3716,0.2389,3.4792
7,208,0.6419,41.6067,4.2304,30,1.3463,1.5708,0.1692,4.0
7,198,0.6293,22.4863,14.6279,34,9.2275,1.4254,0.226,1.8324
7,212,1.0363,34.4046,1.8996,29,0.832,1.2751,0.3393,3.2414
7,213,1.0174,45.1371,3.4701,28,0.5142,1.3822,0.3266,2.2972
7,216,0.5915,72.7251,4.879,30,1.3463,1.4417,0.1948,5.9687
7,223,0.6706,89.1167,1.9973,28,0.5142,1.4787,0.19,5.3463
7,201,0.4596,14.1424,0.6938,26,0.1964,1.5647,0.1504,1.4024
7,228,0.9563,126.4324,19.9523,32,3.5246,1.2825,0.3158,5.7763
7,210,0.7661,62.918,21.9417,34,9.2275,1.5059,0.2319,3.4685
7,221,1.0844,87.5434,13.0276,32,3.5246,1.3581,0.291,5.7309
7,211,0.5079,45.1047,2.6592,28,0.5142,1.3809,0.1769,3.3149
7,227,0.8047,100.8007,1.2051,28,0.5142,1.3995,0.2845,5.7763
7,204,0.8909,25.3081,9.7674,35,14.9304,1.4407,0.1941,1.3356
7,223,1.4337,97.9037,4.1444,28,0.5142,1.2902,0.2901,5.5106
7,216,1.1762,52.2025,4.7521,30,1.3463,1.4126,0.2782,4.4127
7,213,0.934,65.1191,19.5159,34,9.2275,1.4007,0.2109,4.9336
7,198,1.3044,13.098,2.7646,30,1.3463,1.4084,0.3878,0.7866
7,219,2.0149,95.8584,6.6232,31,2.1783,1.5436,0.6606,6.1329
7,210,0.6647,51.6669,13.9871,33,5.7029,1.5012,0.2123,3.4231
7,202,0.7352,25.0862,5.9331,31,2.1783,1.4198,0.2127,1.4651
7,213,0.7715,61.8654,15.4463,33,5.7029,1.5162,0.1815,3.1573
7,221,0.6134,127.2373,36.9293,35,14.9304,1.4799,0.2031,6.5349
7,218,0.6312,83.7607,16.9394,33,5.7029,1.4979,0.2515,5.0979
7,212,0.5388,67.3626,10.3812,32,3.5246,1.406,0.1461,4.6959
7,208,0.8884,29.3089,1.1153,28,0.5142,1.3303,0.1577,2.4614
7,220,0.6829,88.2137,4.8596,31,2.1783,1.4355,0.1874,6.3707
7,218,0.6442,75.872,1.5078,27,0.3178,1.4849,0.2257,4.0908
7,217,0.6627,51.8546,1.5179,28,0.5142,1.4749,0.2121,3.2134
7,203,0.7427,22.7694,3.0898,30,1.3463,1.4696,0.2681,3.395
7,216,0.5935,79.7687,25.6693,35,14.9304,1.3626,0.2057,4.2832
7,202,0.5032,35.3601,14.1664,34,9.2275,1.4053,0.1586,2.0768
7,211,0.5446,55.8437,17.5539,35,14.9304,1.5203,0.1986,3.7623
7,209,0.5259,32.0098,2.137,28,0.5142,1.4,0.1568,3.4057
7,207,0.9751,35.8267,9.6196,32,3.5246,1.4701,0.2226,1.9232
7,200,0.4967,17.1588,0.34,25,0.1214,1.3717,0.1086,2.6992
7,217,1.0187,68.7366,13.7099,32,3.5246,1.4382,0.2207,4.0281
7,201,0.6146,21.7923,7.8403,34,9.2275,1.3243,0.196,1.0978
7,206,0.7035,28.0026,2.1736,29,0.832,1.3997,0.1973,2.2518
7,213,0.6974,61.1458,15.5847,33,5.7029,1.3155,0.248,4.1189
7,210,0.6277,59.1025,2.8256,30,1.3463,1.3827,0.1616,4.8147
7,208,0.6815,34.2551,10.1263,34,9.2275,1.4573,0.1862,3.0838
7,197,0.5897,21.5508,11.5446,34,9.2275,1.4201,0.1797,1.7095
7,201,0.7344,24.6376,6.8295,33,5.7029,1.515,0.1846,1.2167
7,216,0.9042,64.3942,1.6373,27,0.3178,1.3684,0.2173,4.402
7,203,0.4948,26.0401,1.2551,27,0.3178,1.4228,0.1689,2.4895
