Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Avg task start time,Avg task operations (GFLOPs)
1,26,0.0337,0.0946,0.1399,27,0.3178,1.4061,0.0002,0.1964
1,28,0.0329,0.4818,1.8118,33,5.7029,1.3526,0.0002,0.5142
1,30,0.0169,0.4067,0.087,25,0.1214,1.4689,0.0003,1.3463
1,34,0.0479,2.3809,0.1615,26,0.1964,1.3175,0.0003,9.2275
1,28,0.0217,0.4791,1.2849,32,3.5246,1.374,0.0003,0.5142
1,35,0.0285,21.1532,21.0861,35,14.9304,1.2934,0.0003,14.9304
1,33,0.0489,1.4565,0.0871,25,0.1214,1.3878,0.0003,5.7029
1,26,0.0333,0.0974,0.1895,28,0.5142,1.4407,0.0002,0.1964
1,26,0.0334,0.0789,1.4277,33,5.7029,1.4642,0.0002,0.1964
1,29,0.0467,0.8586,2.1186,33,5.7029,1.4643,0.0003,0.832
1,33,0.0248,1.9541,0.6151,28,0.5142,1.4247,0.0003,5.7029
1,32,0.0267,4.847,7.6606,35,14.9304,1.4952,0.0002,3.5246
1,33,0.0369,2.3442,1.074,29,0.832,1.4582,0.0003,5.7029
1,26,0.0211,0.1157,0.6016,31,2.1783,1.3766,0.0002,0.1964
1,34,0.0264,2.56,0.3223,27,0.3178,1.4227,0.0003,9.2275
1,32,0.0295,1.4315,0.6159,28,0.5142,1.4186,0.0003,3.5246
1,34,0.0273,9.0714,8.0867,33,5.7029,1.4575,0.0003,9.2275
1,32,0.0251,1.1877,0.3234,27,0.3178,1.4428,0.0003,3.5246
1,34,0.0437,4.7968,3.0121,31,2.1783,1.3812,0.0002,9.2275
1,30,0.0443,0.9061,0.6154,28,0.5142,1.4032,0.0003,1.3463
1,35,0.024,3.6913,0.0873,25,0.1214,1.4187,0.0002,14.9304
1,29,0.0285,0.3762,2.5788,34,9.2275,1.3944,0.0003,0.832
1,35,0.0505,6.1754,3.0202,31,2.1783,1.376,0.0003,14.9304
1,25,0.0367,0.0291,0.8406,32,3.5246,1.458,0.0003,0.1214
1,34,0.0377,2.3125,0.0871,25,0.1214,1.3339,0.0002,9.2275
1,27,0.0331,0.1978,0.2837,28,0.5142,1.3432,0.0003,0.3178
1,29,0.0328,0.7842,0.667,28,0.5142,1.3232,0.0002,0.832
1,32,0.0352,1.8162,1.0802,29,0.832,1.4363,0.0002,3.5246
1,33,0.0504,1.5366,0.1679,26,0.1964,1.4783,0.0003,5.7029
1,27,0.0347,0.1974,0.6976,31,2.1783,1.4261,0.0002,0.3178
1,27,0.024,0.2517,0.4509,29,0.832,1.5361,0.0002,0.3178
1,30,0.0406,0.4199,0.1082,25,0.1214,1.4637,0.0002,1.3463
1,33,0.0465,7.8558,8.7904,34,9.2275,1.383,0.0002,5.7029
1,28,0.0399,0.3746,2.5592,34,9.2275,1.4744,0.0003,0.5142
1,34,0.0322,3.0521,0.9199,30,1.3463,1.4508,0.0003,9.2275
1,29,0.043,0.881,0.9314,29,0.832,1.3323,0.0003,0.832
1,33,0.0302,1.7053,0.3206,27,0.3178,1.3978,0.0002,5.7029
1,30,0.021,1.7089,2.8481,33,5.7029,1.3318,0.0002,1.3463
1,34,0.05,9.0577,8.1418,33,5.7029,1.4618,0.0002,9.2275
1,25,0.0376,0.0357,0.0373,25,0.1214,1.5654,0.0003,0.1214
1,27,0.0291,0.1593,0.0889,25,0.1214,1.4959,0.0002,0.3178
1,34,0.049,2.8314,0.6588,28,0.5142,1.4489,0.0002,9.2275
1,25,0.0334,0.0321,2.2217,34,9.2275,1.4731,0.0002,0.1214
1,31,0.0224,1.2512,1.0749,29,0.832,1.3474,0.0001,2.1783
1,34,0.0458,2.2952,0.0774,25,0.1214,1.4088,0.0002,9.2275
1,26,0.0471,0.0648,0.3549,30,1.3463,1.4344,0.0002,0.1964
1,26,0.037,0.0888,0.1752,28,0.5142,1.595,0.0002,0.1964
1,32,0.0324,3.4884,3.0969,31,2.1783,1.3336,0.0002,3.5246
1,31,0.0415,1.087,0.5972,28,0.5142,1.2703,0.0002,2.1783
1,28,0.0303,0.3683,0.2492,28,0.5142,1.4137,0.0002,0.5142
1,27,0.0249,0.2523,0.5765,30,1.3463,1.3647,0.0002,0.3178
1,32,0.0282,2.2426,1.8062,30,1.3463,1.4275,0.0002,3.5246
1,27,0.0386,0.1218,0.927,32,3.5246,1.5245,0.0002,0.3178
1,28,0.031,0.4598,0.7462,30,1.3463,1.4351,0.0003,0.5142
1,26,0.0474,0.0555,0.0432,25,0.1214,1.6026,0.0002,0.1964
1,32,0.026,1.792,1.0513,29,0.832,1.4434,0.0002,3.5246
1,26,0.0399,0.0757,0.1666,28,0.5142,1.3929,0.0003,0.1964
1,35,0.0487,18.8701,19.3478,35,14.9304,1.5037,0.0002,14.9304
1,28,0.0244,0.5342,0.6724,30,1.3463,1.4242,0.0003,0.5142
1,35,0.0263,5.1397,2.3245,32,3.5246,1.3867,0.0002,14.9304
1,29,0.027,0.6381,0.7274,30,1.3463,1.3699,0.0002,0.832
1,34,0.0352,4.7796,3.0094,31,2.1783,1.4552,0.0002,9.2275
1,26,0.0435,0.0522,0.2192,29,0.832,1.3759,0.0003,0.1964
1,30,0.0399,1.5838,4.9395,35,14.9304,1.4031,0.0002,1.3463
1,31,0.0288,2.8908,6.0413,35,14.9304,1.4886,0.0002,2.1783
1,32,0.0267,0.9425,0.0903,25,0.1214,1.4402,0.0003,3.5246
1,32,0.0362,1.0522,0.2014,26,0.1964,1.6131,0.0002,3.5246
1,30,0.0203,1.7344,1.8733,31,2.1783,1.4483,0.0002,1.3463
1,26,0.0317,0.0943,1.4359,33,5.7029,1.4396,0.0003,0.1964
1,27,0.0405,0.115,1.4621,33,5.7029,1.4364,0.0002,0.3178
1,30,0.0284,0.6102,0.9819,31,2.1783,1.4645,0.0002,1.3463
1,29,0.0278,0.3019,0.2088,26,0.1964,1.3582,0.0002,0.832
1,32,0.0504,4.6878,6.1515,34,9.2275,1.4486,0.0002,3.5246
1,28,0.0477,0.2815,0.1695,26,0.1964,1.4667,0.0003,0.5142
1,25,0.0356,0.0354,0.8559,32,3.5246,1.4511,0.0002,0.1214
1,34,0.0249,3.798,1.8004,30,1.3463,1.4787,0.0003,9.2275
1,29,0.0437,0.5349,1.6923,33,5.7029,1.553,0.0002,0.832
1,28,0.0289,0.3169,1.6774,33,5.7029,1.4943,0.0003,0.5142
1,32,0.032,4.4754,7.3694,35,14.9304,1.5009,0.0002,3.5246
1,26,0.0379,0.0716,3.6205,35,14.9304,1.3645,0.0002,0.1964
1,34,0.0313,2.4241,0.2018,26,0.1964,1.4393,0.0003,9.2275
1,28,0.0253,0.5249,4.064,35,14.9304,1.6255,0.0004,0.5142
1,29,0.0343,0.938,4.0864,35,14.9304,1.3459,0.0004,0.832
1,28,0.0354,0.4749,0.9618,31,2.1783,1.4741,0.0004,0.5142
1,26,0.0349,0.0624,2.2635,34,9.2275,1.6438,0.0002,0.1964
1,25,0.0336,0.0414,0.3433,30,1.3463,1.6074,0.0004,0.1214
1,33,0.0175,1.446,0.0705,25,0.1214,1.4887,0.0003,5.7029
1,27,0.0339,0.2001,0.305,28,0.5142,1.6819,0.0003,0.3178
1,34,0.043,3.7973,1.8109,30,1.3463,1.5832,0.0002,9.2275
1,35,0.0384,4.1214,0.5441,29,0.832,1.3775,0.0003,14.9304
1,31,0.0479,2.1397,1.8673,30,1.3463,1.4204,0.0003,2.1783
1,35,0.0457,14.353,13.1982,34,9.2275,1.3313,0.0003,14.9304
1,34,0.0337,2.2802,0.0494,25,0.1214,1.506,0.0002,9.2275
1,25,0.0366,0.0366,0.5358,31,2.1783,1.3605,0.0002,0.1214
1,30,0.0445,1.5977,4.613,35,14.9304,1.6009,0.0002,1.3463
1,30,0.0386,1.8411,3.4026,34,9.2275,1.3624,0.0003,1.3463
1,35,0.0271,3.9047,0.3433,28,0.5142,1.477,0.0003,14.9304
1,31,0.0253,1.2053,0.8995,30,1.3463,1.4884,0.0002,2.1783
1,27,0.0486,0.1236,1.4102,33,5.7029,1.5693,0.0002,0.3178
1,25,0.0346,0.0291,0.0758,27,0.3178,1.5837,0.0002,0.1214
1,28,0.0291,0.2761,0.1418,27,0.3178,1.534,0.0002,0.5142
1,31,0.0506,1.4427,1.0326,31,2.1783,1.591,0.0002,2.1783
1,28,0.0294,0.5071,1.8282,33,5.7029,1.6727,0.0002,0.5142
1,30,0.0434,0.3707,0.0874,25,0.1214,1.5546,0.0002,1.3463
1,29,0.0375,0.7258,0.6053,28,0.5142,1.4732,0.0002,0.832
1,26,0.0403,0.0662,0.1089,27,0.3178,1.5525,0.0002,0.1964
1,34,0.0313,7.8481,6.6762,34,9.2275,1.5586,0.0002,9.2275
1,28,0.0293,0.4532,0.4935,28,0.5142,1.5745,0.0003,0.5142
1,27,0.0242,0.2496,3.8277,35,14.9304,1.5207,0.0002,0.3178
1,31,0.0275,0.6084,0.0799,25,0.1214,1.5032,0.0002,2.1783
1,33,0.0287,5.4756,4.9441,32,3.5246,1.542,0.0002,5.7029
1,35,0.044,3.927,0.3412,27,0.3178,1.5282,0.0003,14.9304
1,25,0.0362,0.0309,0.8396,32,3.5246,1.4809,0.0002,0.1214
1,33,0.034,1.4622,0.0878,25,0.1214,1.561,0.0002,5.7029
1,30,0.0491,1.5437,2.1577,32,3.5246,1.5633,0.0003,1.3463
1,35,0.0229,3.6709,0.0785,25,0.1214,1.3967,0.0002,14.9304
1,27,0.0293,0.2264,3.7916,35,14.9304,1.4515,0.0002,0.3178
1,25,0.0266,0.0571,0.0767,26,0.1964,1.398,0.0003,0.1214
1,34,0.0486,2.4032,0.3742,27,0.3178,1.5209,0.0002,9.2275
1,25,0.0306,0.0463,0.224,29,0.832,1.423,0.0003,0.1214
1,32,0.0378,3.4917,3.1099,32,3.5246,1.3558,0.0002,3.5246
1,35,0.0258,4.1117,0.5647,28,0.5142,1.4872,0.0002,14.9304
1,35,0.0174,13.3629,12.386,34,9.2275,1.4273,0.0002,14.9304
1,33,0.0233,2.3021,1.0612,29,0.832,1.4802,0.0003,5.7029
1,27,0.0369,0.1903,0.3654,29,0.832,1.5427,0.0002,0.3178
1,27,0.0286,0.1466,0.0889,25,0.1214,1.4583,0.0002,0.3178
1,31,0.0266,2.8389,5.8173,35,14.9304,1.6166,0.0003,2.1783
1,30,0.0428,1.1198,0.8912,30,1.3463,1.4101,0.0002,1.3463
1,35,0.0398,9.8192,7.9896,33,5.7029,1.3554,0.0002,14.9304
1,34,0.0276,2.7434,0.5803,29,0.832,1.4942,0.0003,9.2275
1,28,0.038,0.4268,3.8539,35,14.9304,1.5602,0.0002,0.5142
1,33,0.0289,1.9304,0.3337,27,0.3178,2.6648,0.0004,5.7029
1,35,0.0424,3.7997,0.3912,29,0.832,1.5768,0.0003,14.9304
1,31,0.0434,2.7502,4.541,34,9.2275,1.6041,0.0003,2.1783
1,32,0.0359,0.9502,0.2095,26,0.1964,1.5213,0.0003,3.5246
1,30,0.0407,1.5939,3.5873,34,9.2275,1.4067,0.0003,1.3463
1,31,0.0326,2.743,3.7015,33,5.7029,1.3792,0.0004,2.1783
1,33,0.0413,3.4123,2.4229,32,3.5246,1.4522,0.0002,5.7029
1,33,0.0484,3.757,2.7874,32,3.5246,1.3809,0.0003,5.7029
1,29,0.0288,0.288,0.0806,25,0.1214,1.4235,0.0003,0.832
1,33,0.0366,2.1593,1.2019,30,1.3463,1.4699,0.0003,5.7029
1,30,0.0312,0.3888,0.1274,26,0.1964,1.5622,0.0002,1.3463
1,28,0.038,0.2141,1.4954,33,5.7029,1.6563,0.0002,0.5142
1,30,0.0273,0.3919,0.0977,26,0.1964,1.573,0.0002,1.3463
1,28,0.0394,0.4398,0.728,30,1.3463,1.4458,0.0003,0.5142
1,35,0.0327,4.4065,0.9128,30,1.3463,1.6047,0.0002,14.9304
1,31,0.0422,2.6416,5.4488,35,14.9304,1.6009,0.0003,2.1783
1,35,0.0292,3.6821,0.0872,25,0.1214,1.5354,0.0003,14.9304
1,35,0.0276,6.263,3.5072,32,3.5246,1.9901,0.0003,14.9304
1,30,0.0361,0.6149,1.1277,32,3.5246,1.6697,0.0002,1.3463
1,32,0.033,2.3083,2.3203,31,2.1783,1.5438,0.0001,3.5246
1,32,0.0433,0.9647,0.1499,26,0.1964,1.5125,0.0002,3.5246
1,26,0.0304,0.0963,2.2458,34,9.2275,1.4985,0.0002,0.1964
1,33,0.0474,2.265,1.7922,30,1.3463,1.633,0.0003,5.7029
1,27,0.0336,0.2068,1.5549,33,5.7029,1.6451,0.0002,0.3178
1,25,0.0226,0.057,2.2547,34,9.2275,1.3753,0.0002,0.1214
1,35,0.0369,3.6717,0.0868,25,0.1214,1.7032,0.0002,14.9304
1,33,0.0217,3.2029,4.9175,34,9.2275,1.5172,0.0002,5.7029
1,26,0.0179,0.0944,0.2649,29,0.832,1.4602,0.0002,0.1964
1,28,0.0234,0.3492,0.855,31,2.1783,1.6353,0.0001,0.5142
1,32,0.0312,2.8482,2.3225,32,3.5246,1.5763,0.0002,3.5246
1,25,0.036,0.036,2.2121,34,9.2275,1.6009,0.0002,0.1214
1,35,0.0248,5.5805,2.3312,32,3.5246,1.6045,0.0002,14.9304
1,34,0.0396,9.0211,8.0914,33,5.7029,1.5107,0.0002,9.2275
1,30,0.0422,1.5238,4.8798,35,14.9304,1.4611,0.0003,1.3463
1,28,0.0329,0.4511,0.7324,30,1.3463,1.4274,0.0003,0.5142
1,35,0.0231,3.7089,0.1286,26,0.1964,1.4887,0.0003,14.9304
1,25,0.0242,0.0613,0.2173,29,0.832,1.579,0.0002,0.1214
1,30,0.0425,1.5241,3.2824,34,9.2275,1.5113,0.0002,1.3463
1,35,0.0274,5.1625,1.8034,30,1.3463,1.6303,0.0003,14.9304
1,28,0.042,0.3887,2.5721,34,9.2275,1.6311,0.0002,0.5142
1,26,0.0247,0.1164,3.6723,35,14.9304,1.5926,0.0003,0.1964
1,33,0.0267,5.5388,4.9335,32,3.5246,1.447,0.0003,5.7029
1,31,0.0353,1.4502,1.0297,29,0.832,1.4561,0.0003,2.1783
1,28,0.0178,0.547,0.8224,30,1.3463,1.448,0.0002,0.5142
1,30,0.0311,0.4577,0.1304,26,0.1964,1.4631,0.0002,1.3463
1,35,0.0262,4.5415,1.0742,29,0.832,1.351,0.0002,14.9304
1,35,0.0381,18.0331,17.7148,35,14.9304,1.465,0.0003,14.9304
1,34,0.0208,8.9974,8.1182,33,5.7029,1.4643,0.0002,9.2275
1,30,0.0313,0.8551,0.9262,29,0.832,1.4968,0.0003,1.3463
1,33,0.0386,1.8813,0.5436,29,0.832,1.476,0.0002,5.7029
1,35,0.0336,3.7345,0.2086,26,0.1964,1.5176,0.0003,14.9304
1,25,0.039,0.0344,3.5668,35,14.9304,1.5855,0.0002,0.1214
1,31,0.0365,1.3788,1.7148,31,2.1783,1.5143,0.0003,2.1783
1,31,0.0406,2.6822,5.1336,35,14.9304,1.5844,0.0002,2.1783
1,27,0.0398,0.1345,0.4269,30,1.3463,1.547,0.0003,0.3178
1,32,0.0254,1.2048,0.3408,27,0.3178,1.4975,0.0002,3.5246
1,29,0.0449,0.2773,0.081,25,0.1214,1.5094,0.0002,0.832
1,26,0.028,0.1017,0.0799,25,0.1214,1.4369,0.0003,0.1964
1,26,0.0376,0.0895,0.8981,32,3.5246,1.5616,0.0002,0.1964
1,27,0.027,0.2501,1.091,32,3.5246,1.5423,0.0002,0.3178
1,31,0.0259,0.7046,0.1615,26,0.1964,1.534,0.0002,2.1783
1,26,0.0461,0.0557,1.392,33,5.7029,1.5563,0.0002,0.1964
1,34,0.0379,5.8521,4.3077,32,3.5246,1.5204,0.0003,9.2275
1,31,0.0437,0.7632,0.3321,28,0.5142,1.5057,0.0002,2.1783
1,28,0.0245,0.5352,0.8143,30,1.3463,1.3561,0.0003,0.5142
1,30,0.0264,0.4142,0.09,25,0.1214,1.5114,0.0002,1.3463
1,25,0.0334,0.0291,0.8526,32,3.5246,1.3716,0.0002,0.1214
1,35,0.0455,10.3785,8.0747,33,5.7029,1.3332,0.0003,14.9304
1,33,0.0304,1.4735,0.2103,27,0.3178,1.5037,0.0003,5.7029
1,31,0.0244,2.8464,4.6386,34,9.2275,1.3799,0.0002,2.1783
1,28,0.0434,0.4103,3.9783,35,14.9304,1.4569,0.0003,0.5142
1,25,0.0358,0.029,0.3209,30,1.3463,1.5067,0.0003,0.1214
1,27,0.0364,0.162,3.7272,35,14.9304,1.3595,0.0003,0.3178
1,35,0.0413,4.1994,0.6588,28,0.5142,1.394,0.0004,14.9304
1,33,0.0418,7.9132,8.845,34,9.2275,1.4925,0.0003,5.7029
1,29,0.0302,0.9436,3.0462,34,9.2275,1.5661,0.0002,0.832
1,35,0.037,3.7516,0.1688,26,0.1964,1.3574,0.0003,14.9304
1,25,0.0378,0.0374,2.2239,34,9.2275,1.3751,0.0002,0.1214
1,35,0.044,7.8067,4.9863,32,3.5246,1.3395,0.0003,14.9304
1,28,0.0239,0.2929,0.1593,26,0.1964,1.3711,0.0004,0.5142
1,35,0.0247,15.244,13.9331,34,9.2275,1.4177,0.0002,14.9304
1,27,0.0339,0.1786,0.2137,27,0.3178,1.7373,0.0003,0.3178
1,31,0.0295,2.8546,3.3518,33,5.7029,1.615,0.0002,2.1783
1,35,0.0378,3.6299,0.0869,25,0.1214,1.4937,0.0002,14.9304
1,27,0.0337,0.206,2.3452,34,9.2275,1.5311,0.0003,0.3178
1,31,0.0472,2.6475,3.8484,34,9.2275,1.7204,0.0003,2.1783
1,26,0.0363,0.0972,0.0707,25,0.1214,1.4324,0.0003,0.1964
1,30,0.0427,0.4047,0.0867,25,0.1214,1.7097,0.0002,1.3463
1,34,0.0133,3.6682,1.6727,32,3.5246,1.6835,0.0002,9.2275
1,30,0.0425,0.4489,0.1366,26,0.1964,1.7297,0.0002,1.3463
1,33,0.0197,3.8514,3.0208,31,2.1783,1.593,0.0001,5.7029
1,27,0.0378,0.1511,0.1867,27,0.3178,1.6515,0.0002,0.3178
1,32,0.021,1.8066,1.0624,29,0.832,1.5612,0.0001,3.5246
1,25,0.0292,0.0292,1.3707,33,5.7029,1.5231,0.0002,0.1214
1,35,0.0298,11.974,10.1098,34,9.2275,1.4874,0.0002,14.9304
1,25,0.0293,0.029,2.2201,34,9.2275,1.525,0.0003,0.1214
1,25,0.0358,0.0358,0.0861,27,0.3178,1.6187,0.0002,0.1214
1,29,0.0269,0.9505,2.2054,33,5.7029,1.516,0.0002,0.832
1,26,0.0269,0.0724,0.172,28,0.5142,1.4568,0.0001,0.1964
1,34,0.0224,2.2633,0.0595,25,0.1214,1.5706,0.0002,9.2275
1,32,0.0464,4.1684,5.6229,34,9.2275,1.5428,0.0003,3.5246
1,32,0.0499,4.6128,4.7131,32,3.5246,1.5138,0.0002,3.5246
1,31,0.0353,1.0184,0.5144,28,0.5142,1.6085,0.0002,2.1783
1,32,0.0236,1.1788,0.3214,27,0.3178,1.5388,0.0001,3.5246
1,35,0.0261,3.7597,0.1672,26,0.1964,1.55,0.0003,14.9304
1,33,0.0306,7.8282,7.9086,33,5.7029,1.4765,0.0003,5.7029
1,27,0.0326,0.1794,0.2056,27,0.3178,1.4156,0.0002,0.3178
1,30,0.0243,0.4143,0.0802,25,0.1214,1.5313,0.0001,1.3463
1,25,0.0364,0.0361,0.0878,27,0.3178,1.3891,0.0002,0.1214
1,34,0.0206,7.6903,8.6279,34,9.2275,1.4183,0.0001,9.2275
1,35,0.0214,4.0904,0.7463,29,0.832,1.5313,0.0003,14.9304
1,26,0.0257,0.1048,0.0875,25,0.1214,1.3475,0.0002,0.1964
1,30,0.0341,1.6379,3.6216,34,9.2275,1.2813,0.0002,1.3463
1,25,0.0361,0.0359,1.379,33,5.7029,1.4439,0.0003,0.1214
1,29,0.0369,0.5437,0.3323,27,0.3178,1.5018,0.0003,0.832
1,32,0.0421,4.751,6.438,35,14.9304,1.498,0.0002,3.5246
1,35,0.042,7.0968,7.3141,33,5.7029,1.4428,0.0002,14.9304
1,33,0.0263,1.5485,0.3507,27,0.3178,1.3683,0.0003,5.7029
1,34,0.046,2.3935,0.1682,26,0.1964,1.4353,0.0003,9.2275
1,35,0.0291,14.464,13.1571,34,9.2275,1.3456,0.0002,14.9304
1,31,0.0458,0.6125,0.0888,25,0.1214,1.4459,0.0003,2.1783
1,30,0.0302,1.1467,0.9213,30,1.3463,1.5045,0.0002,1.3463
1,35,0.0359,4.2411,0.7091,29,0.832,1.3767,0.0002,14.9304
1,25,0.0257,0.0586,3.6245,35,14.9304,1.4644,0.0002,0.1214
1,35,0.0341,3.7346,0.1387,26,0.1964,1.4564,0.0003,14.9304
1,32,0.0275,0.9447,0.0879,25,0.1214,1.4931,0.0004,3.5246
1,25,0.0361,0.0357,3.5962,35,14.9304,1.408,0.0003,0.1214
1,30,0.0439,0.9184,0.6649,28,0.5142,1.4663,0.0003,1.3463
1,27,0.0451,0.1205,0.4019,30,1.3463,1.5443,0.0003,0.3178
1,27,0.0536,0.1147,1.4517,33,5.7029,1.4406,0.0003,0.3178
1,29,0.0222,0.9651,3.0696,34,9.2275,1.3637,0.0003,0.832
1,26,0.0473,0.0473,0.5891,31,2.1783,1.3473,0.0003,0.1964
1,28,0.0316,0.4302,0.381,27,0.3178,1.3126,0.0002,0.5142
1,35,0.0292,3.6761,0.0808,25,0.1214,1.4309,0.0002,14.9304
1,30,0.0487,1.5844,1.8421,32,3.5246,1.4459,0.0003,1.3463
1,34,0.0176,3.1862,1.0711,29,0.832,1.3195,0.0003,9.2275
1,31,0.0288,0.8683,0.3324,27,0.3178,1.3653,0.0003,2.1783
1,28,0.0316,0.5013,0.7817,30,1.3463,1.5147,0.0003,0.5142
1,26,0.027,0.0895,0.2694,29,0.832,1.4695,0.0002,0.1964
1,25,0.0325,0.0323,0.3374,30,1.3463,1.4464,0.0002,0.1214
1,29,0.0363,0.5057,1.3018,32,3.5246,1.4023,0.0002,0.832
1,30,0.0339,0.5683,0.3438,27,0.3178,1.4286,0.0001,1.3463
1,30,0.0495,1.5638,4.9131,35,14.9304,1.3261,0.0002,1.3463
1,29,0.0251,0.7839,0.626,28,0.5142,1.3481,0.0003,0.832
1,35,0.029,4.1518,0.596,28,0.5142,1.3389,0.0002,14.9304
1,26,0.0229,0.1336,0.4329,30,1.3463,1.3731,0.0003,0.1964
1,35,0.0274,3.6615,0.0976,26,0.1964,1.3948,0.0002,14.9304
1,27,0.0313,0.154,0.4716,30,1.3463,1.4181,0.0002,0.3178
1,35,0.034,4.5305,1.0533,29,0.832,1.3227,0.0002,14.9304
1,25,0.0179,0.0716,0.0893,26,0.1964,1.4426,0.0002,0.1214
1,35,0.0196,3.6748,0.0778,25,0.1214,1.4481,0.0002,14.9304
1,29,0.0495,0.3546,0.1586,26,0.1964,1.4647,0.0003,0.832
1,32,0.0346,4.7197,4.7634,32,3.5246,1.3404,0.0002,3.5246
1,27,0.028,0.2328,0.5298,30,1.3463,1.3887,0.0003,0.3178
1,35,0.0221,7.4817,4.5919,32,3.5246,1.3343,0.0002,14.9304
1,34,0.029,10.5524,10.1312,34,9.2275,1.3801,0.0002,9.2275
1,32,0.0264,2.4235,1.8146,30,1.3463,1.4223,0.0003,3.5246
1,31,0.0385,1.0358,1.415,31,2.1783,1.5637,0.0002,2.1783
1,28,0.0365,0.3518,0.5422,30,1.3463,1.4917,0.0002,0.5142
1,28,0.0267,0.4159,0.5038,28,0.5142,1.4625,0.0002,0.5142
1,31,0.0432,1.3635,1.6878,31,2.1783,1.6249,0.0002,2.1783
1,35,0.032,16.2072,17.0943,35,14.9304,1.4852,0.0003,14.9304
1,30,0.0392,0.6376,0.312,27,0.3178,1.3235,0.0002,1.3463
1,27,0.0227,0.2381,0.4222,29,0.832,1.4458,0.0002,0.3178
1,34,0.0243,13.0445,12.959,34,9.2275,1.2785,0.0002,9.2275
1,26,0.0343,0.0891,2.2746,34,9.2275,1.3362,0.0003,0.1964
1,29,0.0475,0.8511,1.2625,31,2.1783,1.3734,0.0003,0.832
1,31,0.0272,1.1123,0.6167,28,0.5142,1.3959,0.0003,2.1783
1,31,0.0301,1.5212,1.1003,29,0.832,1.3577,0.0002,2.1783
1,28,0.035,0.2225,0.0974,25,0.1214,1.3342,0.0003,0.5142
1,27,0.0387,0.172,0.4695,30,1.3463,1.3541,0.0002,0.3178
1,35,0.0358,19.7984,20.1091,35,14.9304,1.3815,0.0003,14.9304
1,33,0.0446,1.9021,0.5651,29,0.832,1.3812,0.0003,5.7029
1,34,0.0458,3.2083,1.1118,29,0.832,1.4318,0.0003,9.2275
1,30,0.0293,1.719,5.0628,35,14.9304,1.5164,0.0003,1.3463
1,34,0.0294,4.2259,3.0113,31,2.1783,1.51,0.0003,9.2275
1,28,0.0392,0.4659,1.2682,32,3.5246,1.5047,0.0003,0.5142
1,33,0.0477,6.7513,9.0698,35,14.9304,1.4709,0.0002,5.7029
1,33,0.0503,1.4505,0.097,25,0.1214,1.472,0.0002,5.7029
1,33,0.0497,2.7514,4.533,34,9.2275,1.4073,0.0002,5.7029
1,33,0.0469,1.443,0.0874,25,0.1214,1.4521,0.0003,5.7029
1,31,0.0393,0.9198,0.3509,27,0.3178,2.304,0.0003,2.1783
1,34,0.0321,12.9637,12.9142,34,9.2275,1.5037,0.0002,9.2275
1,31,0.0395,2.8237,3.7548,33,5.7029,1.7499,0.0004,2.1783
1,35,0.0404,3.6215,0.0688,25,0.1214,1.5477,0.0002,14.9304
1,28,0.0429,0.2131,0.1023,25,0.1214,1.4651,0.0002,0.5142
1,26,0.0243,0.1076,2.3163,34,9.2275,1.5035,0.0003,0.1964
1,35,0.0443,3.9449,0.3533,27,0.3178,1.3814,0.0004,14.9304
1,33,0.032,2.0828,1.0515,29,0.832,1.5374,0.0003,5.7029
1,35,0.0493,4.1961,0.6248,28,0.5142,1.7658,0.0003,14.9304
1,26,0.0274,0.0898,1.4015,33,5.7029,1.6125,0.0003,0.1964
1,32,0.0287,3.4218,3.0178,31,2.1783,1.4353,0.0003,3.5246
1,35,0.0383,3.7166,0.1382,26,0.1964,1.3064,0.0003,14.9304
1,33,0.0235,1.4804,0.0977,25,0.1214,1.4499,0.0004,5.7029
1,32,0.0298,4.8388,7.6689,35,14.9304,1.5187,0.0003,3.5246
1,31,0.0488,2.5739,2.4134,32,3.5246,1.4051,0.0003,2.1783
1,29,0.0459,0.3512,0.4376,28,0.5142,1.446,0.0002,0.832
1,26,0.0243,0.0674,0.574,31,2.1783,1.3854,0.0002,0.1964
1,33,0.0331,2.1972,0.9196,30,1.3463,1.4843,0.0002,5.7029
1,35,0.0423,11.8144,12.0991,34,9.2275,1.2604,0.0003,14.9304
1,35,0.0253,4.4297,0.9126,30,1.3463,1.4159,0.0003,14.9304
1,35,0.0374,5.1769,1.8228,30,1.3463,1.4815,0.0003,14.9304
1,34,0.0337,11.5634,11.6834,34,9.2275,1.5615,0.0003,9.2275
1,32,0.0397,4.6467,7.4262,35,14.9304,1.4726,0.0003,3.5246
1,28,0.035,0.4641,0.9482,31,2.1783,1.5459,0.0002,0.5142
1,27,0.0425,0.1691,0.4042,30,1.3463,1.472,0.0002,0.3178
1,32,0.02,0.9558,0.1069,26,0.1964,1.4609,0.0002,3.5246
1,27,0.0334,0.1768,0.2104,27,0.3178,1.499,0.0002,0.3178
1,33,0.0492,1.4707,0.202,26,0.1964,1.4687,0.0002,5.7029
1,32,0.0306,3.271,4.9912,34,9.2275,1.5443,0.0003,3.5246
1,27,0.0249,0.2306,0.3611,28,0.5142,1.3838,0.0003,0.3178
1,25,0.0354,0.0352,1.375,33,5.7029,1.5435,0.0003,0.1214
